Text Title	Text Number	Sentence Number	Token Number	Lemma	Text	POS Tag	Dependency
Enc_WikiMoon_ua.txt	1	1	1	місяць	Місяць	NOUN	ROOT
Enc_WikiMoon_ua.txt	1	1	2	

	

	SPACE	dep
Enc_WikiMoon_ua.txt	1	1	3	https://uk.wikipedia.org/wiki/місяць_(супутник	https://uk.wikipedia.org/wiki/Місяць_(супутник	X	flat:title
Enc_WikiMoon_ua.txt	1	1	4	)	)	PUNCT	punct
Enc_WikiMoon_ua.txt	1	1	5	

	

	SPACE	dep
Enc_WikiMoon_ua.txt	1	1	6	з	З	ADP	case
Enc_WikiMoon_ua.txt	1	1	7	вікіпедія	Вікіпедії	NOUN	nmod
Enc_WikiMoon_ua.txt	1	1	8	,	,	PUNCT	punct
Enc_WikiMoon_ua.txt	1	1	9	вільний	вільної	ADJ	amod
Enc_WikiMoon_ua.txt	1	1	10	енциклопедія	енциклопедії	NOUN	conj
Enc_WikiMoon_ua.txt	1	1	11	

	

	SPACE	dep
Enc_WikiMoon_ua.txt	1	1	12	цей	Ця	DET	det
Enc_WikiMoon_ua.txt	1	1	13	стаття	стаття	NOUN	conj
Enc_WikiMoon_ua.txt	1	1	14	про	про	ADP	case
Enc_WikiMoon_ua.txt	1	1	15	природний	природний	ADJ	amod
Enc_WikiMoon_ua.txt	1	1	16	супутник	супутник	NOUN	nmod
Enc_WikiMoon_ua.txt	1	1	17	земля	Землі	NOUN	nmod
Enc_WikiMoon_ua.txt	1	1	18	.	.	PUNCT	punct
Enc_WikiMoon_ua.txt	1	2	1	для	Для	ADP	case
Enc_WikiMoon_ua.txt	1	2	2	загальний	загальної	ADJ	amod
Enc_WikiMoon_ua.txt	1	2	3	інформація	інформації	NOUN	obl
Enc_WikiMoon_ua.txt	1	2	4	про	про	ADP	case
Enc_WikiMoon_ua.txt	1	2	5	супутник	супутники	NOUN	nmod
Enc_WikiMoon_ua.txt	1	2	6	,	,	PUNCT	punct
Enc_WikiMoon_ua.txt	1	2	7	дивитися	дивіться	VERB	ROOT
Enc_WikiMoon_ua.txt	1	2	8	"	"	PUNCT	punct
Enc_WikiMoon_ua.txt	1	2	9	природний	Природний	ADJ	amod
Enc_WikiMoon_ua.txt	1	2	10	супутник	супутник	NOUN	nsubj
Enc_WikiMoon_ua.txt	1	2	11	"	"	PUNCT	punct
Enc_WikiMoon_ua.txt	1	2	12	.	.	PUNCT	punct
Enc_WikiMoon_ua.txt	1	3	1	для	Для	ADP	case
Enc_WikiMoon_ua.txt	1	3	2	інший	інших	DET	det
Enc_WikiMoon_ua.txt	1	3	3	значення	значень	NOUN	obl
Enc_WikiMoon_ua.txt	1	3	4	слово	слова	NOUN	nmod
Enc_WikiMoon_ua.txt	1	3	5	,	,	PUNCT	punct
Enc_WikiMoon_ua.txt	1	3	6	дивитися	дивіться	VERB	ROOT
Enc_WikiMoon_ua.txt	1	3	7	"	"	PUNCT	punct
Enc_WikiMoon_ua.txt	1	3	8	місяць	Місяць	NOUN	nsubj
Enc_WikiMoon_ua.txt	1	3	9	(	(	PUNCT	punct
Enc_WikiMoon_ua.txt	1	3	10	значення	значення	NOUN	appos
Enc_WikiMoon_ua.txt	1	3	11	)	)	PUNCT	punct
Enc_WikiMoon_ua.txt	1	3	12	"	"	PUNCT	punct
Enc_WikiMoon_ua.txt	1	3	13	.	.	PUNCT	punct
Enc_WikiMoon_ua.txt	1	4	1	

	

	SPACE	dep
Enc_WikiMoon_ua.txt	1	4	2	місяць	Місяць	NOUN	nsubj
Enc_WikiMoon_ua.txt	1	4	3	—	—	PUNCT	punct
Enc_WikiMoon_ua.txt	1	4	4	єдиний	єдиний	ADJ	amod
Enc_WikiMoon_ua.txt	1	4	5	природний	природний	ADJ	amod
Enc_WikiMoon_ua.txt	1	4	6	супутник	супутник	NOUN	ROOT
Enc_WikiMoon_ua.txt	1	4	7	земля	Землі	NOUN	nmod
Enc_WikiMoon_ua.txt	1	4	8	.	.	PUNCT	punct
Enc_WikiMoon_ua.txt	1	5	1	він	Він	PRON	nsubj
Enc_WikiMoon_ua.txt	1	5	2	обертатися	обертається	VERB	ROOT
Enc_WikiMoon_ua.txt	1	5	3	навколо	навколо	ADP	case
Enc_WikiMoon_ua.txt	1	5	4	земля	Землі	NOUN	obl
Enc_WikiMoon_ua.txt	1	5	5	на	на	ADP	case
Enc_WikiMoon_ua.txt	1	5	6	середній	середній	ADJ	amod
Enc_WikiMoon_ua.txt	1	5	7	відстань	відстані	NOUN	obl
Enc_WikiMoon_ua.txt	1	5	8	384	384	NUM	nummod:gov
Enc_WikiMoon_ua.txt	1	5	9	400	400	NUM	nummod:gov
Enc_WikiMoon_ua.txt	1	5	10	км	км	NOUN	flat:title
Enc_WikiMoon_ua.txt	1	5	11	(	(	PUNCT	punct
Enc_WikiMoon_ua.txt	1	5	12	238	238	NUM	nummod:gov
Enc_WikiMoon_ua.txt	1	5	13	900	900	NUM	nummod:gov
Enc_WikiMoon_ua.txt	1	5	14	миля	миль	NOUN	appos
Enc_WikiMoon_ua.txt	1	5	15	;	;	PUNCT	punct
Enc_WikiMoon_ua.txt	1	5	16	1.28	1.28	NUM	nummod:gov
Enc_WikiMoon_ua.txt	1	5	17	світловий	світлової	ADJ	amod
Enc_WikiMoon_ua.txt	1	5	18	секунда	секунди	NOUN	parataxis
Enc_WikiMoon_ua.txt	1	5	19	)	)	PUNCT	punct
Enc_WikiMoon_ua.txt	1	5	20	,	,	PUNCT	punct
Enc_WikiMoon_ua.txt	1	5	21	що	що	SCONJ	nsubj
Enc_WikiMoon_ua.txt	1	5	22	приблизно	приблизно	ADV	advmod
Enc_WikiMoon_ua.txt	1	5	23	у	у	ADP	case
Enc_WikiMoon_ua.txt	1	5	24	30	30	NUM	nummod:gov
Enc_WikiMoon_ua.txt	1	5	25	раз	разів	NOUN	obl
Enc_WikiMoon_ua.txt	1	5	26	перевищувати	перевищує	VERB	dep
Enc_WikiMoon_ua.txt	1	5	27	діаметр	діаметр	NOUN	obj
Enc_WikiMoon_ua.txt	1	5	28	земля	Землі	NOUN	nmod
Enc_WikiMoon_ua.txt	1	5	29	.	.	PUNCT	punct
Enc_WikiMoon_ua.txt	1	6	1	місяць	Місяць	NOUN	nsubj
Enc_WikiMoon_ua.txt	1	6	2	завжди	завжди	ADV	advmod
Enc_WikiMoon_ua.txt	1	6	3	повернутий	повернутий	ADJ	ROOT
Enc_WikiMoon_ua.txt	1	6	4	до	до	ADP	case
Enc_WikiMoon_ua.txt	1	6	5	земля	Землі	NOUN	obl
Enc_WikiMoon_ua.txt	1	6	6	один	одним	NUM	nummod
Enc_WikiMoon_ua.txt	1	6	7	бік	боком	NOUN	obl
Enc_WikiMoon_ua.txt	1	6	8	,	,	PUNCT	punct
Enc_WikiMoon_ua.txt	1	6	9	оскільки	оскільки	SCONJ	mark
Enc_WikiMoon_ua.txt	1	6	10	період	період	NOUN	nsubj
Enc_WikiMoon_ua.txt	1	6	11	воно	його	DET	det
Enc_WikiMoon_ua.txt	1	6	12	обертання	обертання	NOUN	nmod
Enc_WikiMoon_ua.txt	1	6	13	навколо	навколо	ADP	case
Enc_WikiMoon_ua.txt	1	6	14	вісь	осі	NOUN	nmod
Enc_WikiMoon_ua.txt	1	6	15	дорівнювати	дорівнює	VERB	advcl
Enc_WikiMoon_ua.txt	1	6	16	період	періоду	NOUN	obj
Enc_WikiMoon_ua.txt	1	6	17	обертання	обертання	NOUN	nmod
Enc_WikiMoon_ua.txt	1	6	18	навколо	навколо	ADP	case
Enc_WikiMoon_ua.txt	1	6	19	земля	Землі	NOUN	nmod
Enc_WikiMoon_ua.txt	1	6	20	—	—	PUNCT	punct
Enc_WikiMoon_ua.txt	1	6	21	це	це	PRON	det
Enc_WikiMoon_ua.txt	1	6	22	явище	явище	NOUN	parataxis
Enc_WikiMoon_ua.txt	1	6	23	відомий	відоме	ADJ	amod
Enc_WikiMoon_ua.txt	1	6	24	як	як	SCONJ	mark
Enc_WikiMoon_ua.txt	1	6	25	припливний	припливне	ADJ	amod
Enc_WikiMoon_ua.txt	1	6	26	захоплення	захоплення	NOUN	advcl
Enc_WikiMoon_ua.txt	1	6	27	.	.	PUNCT	punct
